ID,Typ,Artikelnummer,Name,Veröffentlicht,Ist hervorgehoben?,Sichtbarkeit im Katalog,Kurzbeschreibung,Beschreibung,"Datum, an dem Angebotspreis beginnt","Datum, an dem Angebotspreis endet",Steuerstatus,Steuerklasse,Vorrätig?,Lager,Geringe Lagermenge,Lieferrückstande erlaubt?,Nur einzeln verkaufen?,Gewicht (kg),Länge (cm),Breite (cm),Höhe (cm),Kundenbewertungen erlauben?,Hinweis zum Kauf,Angebotspreis,Regulärer Preis,Kategorien,Schlagwörter,Versandklasse,Bilder,Downloadlimit,Ablauftage des Downloads,Übergeordnetes Produkt,Gruppierte Produkte,Zusatzverkäufe,Cross-Sells (Querverkäufe),Externe URL,Button-Text,Position,Attribut 1 Name,Attribut 1 Wert(e),Attribut 1 Sichtbar,Attribut 1 Global,Attribut 2 Name,Attribut 2 Wert(e),Attribut 2 Sichtbar,Attribut 2 Global,Attribut 3 Name,Attribut 3 Wert(e),Attribut 3 Sichtbar,Attribut 3 Global,Attribut 4 Name,Attribut 4 Wert(e),Attribut 4 Sichtbar,Attribut 4 Global
29541,simple,O-SOKPS3SSF04,SSD 240GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Super-Slim], damit Sie Deine Playstation 3 [Super-Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Super-Slim].",,,taxable,,1,,,0,0,,,,,1,,,99,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29542,simple,O-SOKPS3SSF05,SSD 500GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Super-Slim], damit Sie Deine Playstation 3 [Super-Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Super-Slim].",,,taxable,,1,,,0,0,,,,,1,,,149,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29543,simple,O-SOKPS3SSF06,SSD 1TB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Super-Slim], damit Sie Deine Playstation 3 [Super-Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Super-Slim].",,,taxable,,1,,,0,0,,,,,1,,,249,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29544,simple,O-SOKPS3SSF11,SSD 120GB,1,0,visible,,"Deine Playstation 3 [Super-Slim] braucht Dir zu lange und erscheint sehr langsam? Wir haben die Möglichkeit Ihnen eine SSD einzubauen, wodurch sich die Geschwindigkeit Ihres Deiner Playstation 3 [Super-Slim] erheblich erhöhen wird. Dieser Austausch beinhaltet nur die SSD und den Einbau exklusive Installation eines Betriebssystems.",,,taxable,,1,,,0,0,,,,,1,,,79,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29545,simple,O-SOKPS3SSG13,Lüfter,1,0,visible,,"Setzt Deine Lüfter aus oder macht Störgeräusche? Bei dieser Reparatur tauschen wir den defekten Lüfter aus, sodass die Lüftung des Playstation 3 [Super-Slim] wieder ordnungsgemäß funktioniert.",,,taxable,,1,,,0,0,,,,,1,,,59,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29546,simple,O-SOKPS3SSG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29547,simple,O-SOKPS3SSG62,Netzteil,1,0,visible,,"Deine Playstation 3 [Super-Slim] lässt sich nicht mehr einschalten? Keine Diode leuchtet und sie scheint völlig tot zu sein? Meist ist die Ursache ein defektes Netzteil. Wir wechseln das Netzteil gegen ein neues und sorgen dafür, dass Deine Konsole wieder anspringt.",,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29548,simple,O-SOKPS3SSG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Playstation 3 [Super-Slim] wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Playstation 3 [Super-Slim] gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Playstation 3 [Super-Slim] wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim], Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29549,simple,O-SOKPS3SSG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29550,simple,O-SOKPS3SSG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29551,simple,O-SOKPS3SSL02,Lasereinheit,1,0,visible,,"Deine Playstation 3 [Super-Slim] spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Laufwerk, Artikelliste > Konsole > Sony > Playstation 3 [Super-Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29552,simple,O-SOKPS3SXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29553,simple,O-SOKPS3SXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29554,simple,O-SOKPS3SXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29555,simple,O-SOKPS3SXF03,"Festplatte 2,5'' 1TB",1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Slim], damit Sie Deine Playstation 3 [Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere Festplatte in Deine Playstation 3 [Slim].",,,taxable,,1,,,0,0,,,,,1,,,85,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29556,simple,O-SOKPS3SXF04,SSD 240GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Slim], damit Sie Deine Playstation 3 [Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Slim].",,,taxable,,1,,,0,0,,,,,1,,,99,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29557,simple,O-SOKPS3SXF05,SSD 500GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Slim], damit Sie Deine Playstation 3 [Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Slim].",,,taxable,,1,,,0,0,,,,,1,,,149,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29558,simple,O-SOKPS3SXF06,SSD 1TB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3 [Slim], damit Sie Deine Playstation 3 [Slim] wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3 [Slim].",,,taxable,,1,,,0,0,,,,,1,,,249,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29559,simple,O-SOKPS3SXF11,SSD 120GB,1,0,visible,,"Deine Playstation 3 [Slim] braucht Dir zu lange und erscheint sehr langsam? Wir haben die Möglichkeit Ihnen eine SSD einzubauen, wodurch sich die Geschwindigkeit Ihres Deiner Playstation 3 [Slim] erheblich erhöhen wird. Dieser Austausch beinhaltet nur die SSD und den Einbau exklusive Installation eines Betriebssystems.",,,taxable,,1,,,0,0,,,,,1,,,79,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29560,simple,O-SOKPS3SXG13,Lüfter,1,0,visible,,"Setzt Deine Lüfter aus oder macht Störgeräusche? Bei dieser Reparatur tauschen wir den defekten Lüfter aus, sodass die Lüftung des Playstation 3 [Slim] wieder ordnungsgemäß funktioniert.",,,taxable,,1,,,0,0,,,,,1,,,59,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29561,simple,O-SOKPS3SXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29562,simple,O-SOKPS3SXG62,Netzteil,1,0,visible,,"Deine Playstation 3 [Slim] lässt sich nicht mehr einschalten? Keine Diode leuchtet und sie scheint völlig tot zu sein? Meist ist die Ursache ein defektes Netzteil. Wir wechseln das Netzteil gegen ein neues und sorgen dafür, dass Deine Konsole wieder anspringt.",,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29563,simple,O-SOKPS3SXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Playstation 3 [Slim] wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Playstation 3 [Slim] gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Playstation 3 [Slim] wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Sony > Playstation 3 [Slim], Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29564,simple,O-SOKPS3SXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29565,simple,O-SOKPS3SXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29566,simple,O-SOKPS3SXL02,Lasereinheit,1,0,visible,,"Deine Playstation 3 [Slim] spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Laufwerk, Artikelliste > Konsole > Sony > Playstation 3 [Slim]",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29567,simple,O-SOKPS3XXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29568,simple,O-SOKPS3XXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29569,simple,O-SOKPS3XXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29570,simple,O-SOKPS3XXF03,"Festplatte 2,5'' 1TB",1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3, damit Sie Deine Playstation 3 wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere Festplatte in Deine Playstation 3.",,,taxable,,1,,,0,0,,,,,1,,,85,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29571,simple,O-SOKPS3XXF04,SSD 240GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3, damit Sie Deine Playstation 3 wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3.",,,taxable,,1,,,0,0,,,,,1,,,99,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29572,simple,O-SOKPS3XXF05,SSD 500GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3, damit Sie Deine Playstation 3 wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3.",,,taxable,,1,,,0,0,,,,,1,,,149,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29573,simple,O-SOKPS3XXF06,SSD 1TB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 3, damit Sie Deine Playstation 3 wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 3.",,,taxable,,1,,,0,0,,,,,1,,,249,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29574,simple,O-SOKPS3XXF11,SSD 120GB,1,0,visible,,"Deine Playstation 3 braucht Dir zu lange und erscheint sehr langsam? Wir haben die Möglichkeit Ihnen eine SSD einzubauen, wodurch sich die Geschwindigkeit Ihres Deiner Playstation 3 erheblich erhöhen wird. Dieser Austausch beinhaltet nur die SSD und den Einbau exklusive Installation eines Betriebssystems.",,,taxable,,1,,,0,0,,,,,1,,,79,"Festplatte, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29575,simple,O-SOKPS3XXG13,Lüfter,1,0,visible,,"Setzt Deine Lüfter aus oder macht Störgeräusche? Bei dieser Reparatur tauschen wir den defekten Lüfter aus, sodass die Lüftung des Playstation 3 wieder ordnungsgemäß funktioniert.",,,taxable,,1,,,0,0,,,,,1,,,59,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29576,simple,O-SOKPS3XXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29577,simple,O-SOKPS3XXG62,Netzteil,1,0,visible,,"Deine Playstation 3 lässt sich nicht mehr einschalten? Keine Diode leuchtet und sie scheint völlig tot zu sein? Meist ist die Ursache ein defektes Netzteil. Wir wechseln das Netzteil gegen ein neues und sorgen dafür, dass Deine Konsole wieder anspringt.",,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29578,simple,O-SOKPS3XXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Playstation 3 wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Playstation 3 gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Playstation 3 wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Sony > Playstation 3, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29579,simple,O-SOKPS3XXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29580,simple,O-SOKPS3XXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0,"Allgemein, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29581,simple,O-SOKPS3XXL02,Lasereinheit,1,0,visible,,"Deine Playstation 3 spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,89,"Laufwerk, Artikelliste > Konsole > Sony > Playstation 3",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29582,simple,O-SOKPS4XXA02,Analyse,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29583,simple,O-SOKPS4XXA03,Kostenvoranschlag für Versicherungen,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Analysen, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29584,simple,O-SOKPS4XXA04,Gutachten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149,"Analysen, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29585,simple,O-SOKPS4XXF03,"Festplatte 2,5'' 1TB",1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 4 / Slim, damit Sie Deine Playstation 4 / Slim wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere Festplatte in Deine Playstation 4 / Slim.",,,taxable,,1,,,0,0,,,,,1,,,85,"Festplatte, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29586,simple,O-SOKPS4XXF04,SSD 240GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 4 / Slim, damit Sie Deine Playstation 4 / Slim wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 4 / Slim.",,,taxable,,1,,,0,0,,,,,1,,,99,"Festplatte, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29587,simple,O-SOKPS4XXF05,SSD 500GB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 4 / Slim, damit Sie Deine Playstation 4 / Slim wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 4 / Slim.",,,taxable,,1,,,0,0,,,,,1,,,149,"Festplatte, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29588,simple,O-SOKPS4XXF06,SSD 1TB,1,0,visible,,"Wir erweitern den Speicher Deiner Playstation 4 / Slim, damit Sie Deine Playstation 4 / Slim wieder unbeschwert und ohne Sorge um den Speicherplatz nutzen können. Wir bauen eine größere SSD in Deine Playstation 4 / Slim.",,,taxable,,1,,,0,0,,,,,1,,,249,"Festplatte, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29589,simple,O-SOKPS4XXF11,SSD 120GB,1,0,visible,,"Deine Playstation 4 / Slim braucht Dir zu lange und erscheint sehr langsam? Wir haben die Möglichkeit Ihnen eine SSD einzubauen, wodurch sich die Geschwindigkeit Ihres Deiner Playstation 4 / Slim erheblich erhöhen wird. Dieser Austausch beinhaltet nur die SSD und den Einbau exklusive Installation eines Betriebssystems.",,,taxable,,1,,,0,0,,,,,1,,,79,"Festplatte, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29590,simple,O-SOKPS4XXG13,Lüfter,1,0,visible,,"Setzt Deine Lüfter aus oder macht Störgeräusche? Bei dieser Reparatur tauschen wir den defekten Lüfter aus, sodass die Lüftung des Playstation 4 / Slim wieder ordnungsgemäß funktioniert.",,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29591,simple,O-SOKPS4XXG5,Buchsen/Sensoren,1,0,visible,,"Bitte wähle diese Reparaturen wenn folgendes an Deinem Gerät defekt ist: Ladebuchse, HDMI-Anschluss oder USB-Anschluss.",,,taxable,,1,,,0,0,,,,,0,,,99,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29592,simple,O-SOKPS4XXG62,Netzteil,1,0,visible,,"Deine Playstation 4 / Slim lässt sich nicht mehr einschalten? Keine Diode leuchtet und sie scheint völlig tot zu sein? Meist ist die Ursache ein defektes Netzteil. Wir wechseln das Netzteil gegen ein neues und sorgen dafür, dass Deine Konsole wieder anspringt.",,,taxable,,1,,,0,0,,,,,1,,,129,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29593,simple,O-SOKPS4XXG63,Komplettreinigung inkl. Wärmeleitpaste,1,0,visible,,"Deine Playstation 4 / Slim wird zu heiß oder ist zu laut? Dann ist vermutlich zu viel Staub in Deine Playstation 4 / Slim gekommen. Dagegen hilft nur eine Reinigung, damit es Deiner Playstation 4 / Slim wieder besser geht. ",,,taxable,,1,,,0,0,,,,,1,,,69,"Artikelliste > Konsole > Sony > Playstation 4 / Slim, Reinigung",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29594,simple,O-SOKPS4XXG70,Mainboard Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29595,simple,O-SOKPS4XXG71,Grafikkarten Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29596,simple,O-SOKPS4XXG72,Netzbuchsen Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29597,simple,O-SOKPS4XXG73,Diverse Lötarbeiten,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29598,simple,O-SOKPS4XXG77,Kurzschlussbeseitigung,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,89,"Allgemein, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29599,simple,O-SOKPS4XXL02,Lasereinheit,1,0,visible,,"Deine Playstation 4 / Slim spielt keine Spiele oder Filme mehr ab? Die Blurays werden nur noch schlecht oder teilweise gelesen? Dann ist der Laser bzw. das Laufwerk Deiner Konsole defekt. Wir tauschen den Laser gegen einen neuen und sorgen dafür, dass die Konsole wieder Spiele und Filme abspielt. Diese Reparatur ist für alle PS4 geeignet, unabhängig davon welche Laser Version in der Konsole verbaut ist.",,,taxable,,1,,,0,0,,,,,1,,,129,"Laufwerk, Artikelliste > Konsole > Sony > Playstation 4 / Slim",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29602,simple,O-APSIP10XD05,Display Premium,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,169,"Display, Artikelliste > Smartphone > Apple > iPhone X",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29603,simple,O-APSIP10XD0,Display Standard,1,0,visible,,"Der Klassiker unter den Reparaturen. Ein Moment der Unachtsamkeit, und das Display Deines iPhone X ist hinüber. Wenn bei Deinem iPhone X sowohl die Scheibe, als auch der Bildschirm einen Schaden haben, so ist dies die richtige Reparatur.",,,taxable,,1,,,0,0,,,,,1,,,99,"Display, Artikelliste > Smartphone > Apple > iPhone X",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29604,simple,O-APSIP10XF31,Speichererweiterung auf 128GB,1,0,visible,,"Aufrüstung des internen Speichers. Wir führen KEINE Datensicherung durch, die Daten werden unwiderruflich gelöscht. Bitte sichern Sie daher vorher Ihre Daten.",,,taxable,,1,,,0,0,,,,,1,,,0,"Artikelliste > Smartphone > Apple > iPhone X, Speicher",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29605,simple,O-APSIP10XF32,Speichererweiterung auf 256GB,1,0,visible,,"Aufrüstung des internen Speichers. Wir führen KEINE Datensicherung durch, die Daten werden unwiderruflich gelöscht. Bitte sichern Sie daher vorher Ihre Daten.",,,taxable,,1,,,0,0,,,,,1,,,399,"Artikelliste > Smartphone > Apple > iPhone X, Speicher",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29606,simple,O-APSIP10XG00,Akku,1,0,visible,,"Der Akku Deines iPhone X ist schnell entladen, hat nicht mehr die gewohnte Leistung oder funktioniert überhaupt nicht mehr? Auch bei sorgsamen Umgang mit einem iPhone X kann es zu eben solchen Defekten kommen. Wir tauschen den alten, defekten Akku Deines iPhone X gegen einen Neuen mit voller Leistung aus.",,,taxable,,1,,,0,0,,,,,1,,,69,"Allgemein, Artikelliste > Smartphone > Apple > iPhone X",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
29607,simple,O-APSIP10XG12,Backcover,1,0,visible,,"Dein iPhone X ist zwar ungünstig gefallen, Du hast aber das Glück, dass kein Glasbruch oder derartiges vorliegt. Dennoch stören Dich nun die vielen Kratzer am Rahmen oder am Backcover? Das ist für uns kein großes Problem, wir können Dir mit einem iPhone X Rahmenwechsel helfen.",,,taxable,,1,,,0,0,,,,,1,,,149,"Allgemein, Artikelliste > Smartphone > Apple > iPhone X",,,,,,,,,,,,0,,,,,,,,,,,,,,,,
